

0;1499011451;1499011466;0
1;1499011451;1499011466;0
2;1499011454;1499011469;0
3;1499011457;1499011499;1
4;1499011462;1499011499;0
5;1499011462;1499011499;0
6;1499011462;1499011499;0
7;1499011462;1499011499;0
8;1499011466;1499011499;0
9;1499011469;1499011499;0
10;1499011469;1499011499;0
11;1499011472;1499011506;1
12;1499011475;1499011506;0
13;1499011475;1499011506;0
14;1499011478;1499011506;0
15;1499011481;1499011506;0
16;1499011481;1499011506;0
17;1499011484;1499011506;0
18;1499011487;1499011506;0
19;1499011499;1499011518;0
20;1499011499;1499011518;0
21;1499011500;1499011518;0
22;1499011500;1499011518;0
23;1499011500;1499011518;0
24;1499011500;1499011518;0
25;1499011500;1499011518;0
26;1499011503;1499011518;0
27;1499011506;1499011525;0
28;1499011506;1499011525;0
29;1499011509;1499011525;0
30;1499011509;1499011525;0
31;1499011512;1499011528;0
0;1499011515;1499011534;0
1;1499011515;1499011534;0
2;1499011518;1499011534;0
3;1499011521;1499011543;0
4;1499011521;1499011543;0
5;1499011525;1499011543;0
6;1499011525;1499011543;0
7;1499011528;1499011543;0
8;1499011531;1499011549;0
9;1499011531;1499011549;0
10;1499011534;1499011549;0
11;1499011537;1499011555;0
12;1499011537;1499011555;0
13;1499011540;1499011555;0
14;1499011543;1499011558;0
15;1499011543;1499011558;0
16;1499011546;1499011558;0
17;1499011549;1499011565;0
18;1499011549;1499011565;0
19;1499011552;1499011571;0
20;1499011555;1499011571;0
21;1499011555;1499011571;0
22;1499011558;1499011577;0
23;1499011562;1499011577;0
24;1499011562;1499011577;0
25;1499011565;1499011585;0
26;1499011565;1499011585;0
27;1499011568;1499011591;0
28;1499011571;1499011591;0
29;1499011571;1499011591;0
30;1499011574;1499011591;0
31;1499011577;1499011709;3
0;1499011582;1499011709;1
1;1499011582;1499011709;1
2;1499011582;1499011709;1
3;1499011585;1499011709;1
4;1499011585;1499011709;1
5;1499011588;1499011709;1
6;1499011591;1499011709;1
7;1499011592;1499011709;1
8;1499011594;1499011709;1
9;1499011597;1499011709;1
10;1499011597;1499011709;1
11;1499011600;1499011709;1
12;1499011603;1499011709;1
13;1499011603;1499011709;1
14;1499011606;1499011709;1
15;1499011709;1499011788;2
16;1499011709;1499011788;0
17;1499011709;1499011788;0
18;1499011709;1499011788;0
19;1499011709;1499011788;0
20;1499011709;1499011788;0
21;1499011709;1499011788;0
22;1499011709;1499011788;0
23;1499011709;1499011788;0
24;1499011709;1499011788;0
25;1499011709;1499011788;0
26;1499011709;1499011788;0
27;1499011709;1499011788;0
28;1499011709;1499011788;0
29;1499011709;1499011788;0
30;1499011709;1499011788;0
31;1499011788;1499011815;1
0;1499011788;1499011815;0
1;1499011788;1499011815;0
2;1499011788;1499011815;0
3;1499011788;1499011815;0
4;1499011788;1499011815;0
5;1499011788;1499011815;0
6;1499011788;1499011815;0
7;1499011788;1499011815;0
8;1499011788;1499011815;0
9;1499011788;1499011815;0
10;1499011788;1499011815;0
11;1499011788;1499011815;0
12;1499011788;1499011815;0
13;1499011788;1499011815;0
14;1499011788;1499011815;0
15;1499011815;1499011916;2
16;1499011815;1499011934;2
17;1499011815;1499011934;1
18;1499011815;1499011934;1
19;1499011815;1499011934;1
20;1499011815;1499011934;1
21;1499011815;1499011934;1
