

22;1499011815;1499011934;1
23;1499011815;1499011934;1
24;1499011815;1499011934;1
25;1499011815;1499011934;1
26;1499011815;1499011934;1
27;1499011815;1499011934;1
28;1499011815;1499011934;1
29;1499011815;1499011934;1
30;1499011815;1499011934;1
31;1499011916;1499011934;0
0;1499011934;1499011961;1
1;1499011934;1499011961;0
2;1499011934;1499011961;0
3;1499011934;1499011961;0
4;1499011934;1499012019;2
5;1499011939;1499012019;1
6;1499011939;1499012019;1
7;1499011939;1499012019;1
8;1499011939;1499012019;1
9;1499011939;1499012019;1
10;1499011939;1499012019;1
11;1499011939;1499012019;1
12;1499011939;1499012019;1
13;1499011939;1499012019;1
14;1499011939;1499012019;1
15;1499011939;1499012019;1
16;1499011961;1499012019;0
17;1499011961;1499012019;0
18;1499011961;1499012019;0
19;1499011961;1499012019;0
20;1499012019;1499012074;1
21;1499012019;1499012074;1
22;1499012019;1499012074;1
23;1499012019;1499012074;1
24;1499012019;1499012074;1
25;1499012019;1499012074;1
26;1499012019;1499012074;1
27;1499012019;1499012074;1
28;1499012019;1499012074;1
29;1499012019;1499012074;1
30;1499012019;1499012074;1
31;1499012019;1499012074;1
0;1499012019;1499012074;1
1;1499012019;1499012074;1
2;1499012019;1499012074;1
3;1499012019;1499012074;1
4;1499012074;1499012099;1
5;1499012074;1499012099;0
6;1499012074;1499012099;0
7;1499012074;1499012099;0
8;1499012074;1499012099;0
9;1499012074;1499012099;0
10;1499012074;1499012099;0
11;1499012074;1499012099;0
12;1499012075;1499012099;0
13;1499012075;1499012121;2
14;1499012075;1499012121;0
15;1499012075;1499012121;1
16;1499012075;1499012121;1
17;1499012075;1499012121;1
18;1499012075;1499012121;1
19;1499012075;1499012121;1
20;1499012099;1499012121;0
21;1499012099;1499012121;0
22;1499012099;1499012121;0
23;1499012099;1499012121;0
24;1499012100;1499012121;0
25;1499012100;1499012121;0
26;1499012100;1499012121;0
27;1499012100;1499012121;0
28;1499012100;1499012121;0
29;1499012121;1499012176;1
30;1499012121;1499012176;0
31;1499012121;1499012176;0
0;1499012121;1499012176;0
1;1499012121;1499012176;0
2;1499012121;1499012176;0
3;1499012121;1499012176;0
4;1499012121;1499012176;0
5;1499012121;1499012176;0
6;1499012121;1499012176;0
7;1499012121;1499012176;0
8;1499012121;1499012176;0
9;1499012122;1499012176;0
10;1499012122;1499012176;0
11;1499012122;1499012176;0
12;1499012122;1499012176;0
13;1499012176;1499012201;1
14;1499012176;1499012201;0
15;1499012176;1499012201;0
16;1499012176;1499012201;0
17;1499012176;1499012201;0
18;1499012176;1499012201;0
19;1499012176;1499012201;0
20;1499012176;1499012201;0
21;1499012176;1499012201;0
22;1499012176;1499012201;0
23;1499012176;1499012201;0
24;1499012176;1499012201;0
25;1499012177;1499012201;0
26;1499012177;1499012201;0
27;1499012177;1499012201;0
28;1499012177;1499012201;0
29;1499012201;1499012226;1
30;1499012201;1499012226;0
31;1499012201;1499012226;0
0;1499012201;1499012226;0
1;1499012201;1499012226;0
2;1499012201;1499012226;0
3;1499012201;1499012226;0
4;1499012201;1499012226;0
5;1499012201;1499012226;0
6;1499012201;1499012226;0
7;1499012201;1499012226;0
8;1499012201;1499012226;0
9;1499012201;1499012226;0
10;1499012201;1499012226;0
11;1499012201;1499012226;0
12;1499012201;1499012226;0
13;1499012226;1499012253;1
14;1499012226;1499012253;0
15;1499012226;1499012253;0
16;1499012226;1499012253;0
17;1499012226;1499012253;0
18;1499012226;1499012253;0
19;1499012226;1499012253;0
20;1499012226;1499012253;0
21;1499012226;1499012253;0
22;1499012226;1499012253;0
23;1499012226;1499012253;0
24;1499012226;1499012253;0
25;1499012226;1499012253;0
26;1499012226;1499012253;0
27;1499012226;1499012253;0
28;1499012226;1499012253;0
